waste_id,date_listed,category,sub_category,description,location,quantity_kg,unit,demand_index,price_per_unit_lkr,total_value_lkr,status
274199e9-4c58-48dd-9106-9d240c0ff78e,2026-01-29,Metal,Aluminum Cans,Clean Aluminum Cans available at Koggala factory.,Koggala Export Processing Zone,627.64,kg,0.86,327.65,205646.25,Available
2c643789-ae5b-470b-9eb9-72cb26017f20,2026-01-29,Textile Offcuts,Polyester,Dirty Polyester available at Biyagama factory.,Biyagama Export Processing Zone,914.21,kg,0.96,57.39,52466.51,Available
54e8450b-2429-4d7e-9222-60c9f6e033fd,2026-01-29,Organic,Food Waste,Loose Food Waste available at Paliyagoda factory.,Paliyagoda,936.54,kg,1.17,12.33,11547.54,Sold
f0180b7d-8def-4f39-bce2-b556cddf6ec9,2026-01-29,Chemical,Empty Drums (Plastic),Mixed Empty Drums (Plastic) available at Koggala factory.,Koggala Export Processing Zone,508.38,units,1.11,772.52,392733.72,Sold
888e66b6-b93e-4bab-8ed8-675a0efbeca1,2026-01-29,Metal,Aluminum Cans,Baled Aluminum Cans available at Horana factory.,Horana Export Processing Zone,959.63,kg,0.95,415.63,398851.02,Sold
641acef7-08e8-464e-887e-1c946eb33c85,2026-01-29,Paper,Mixed,Leftover Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,123.35,kg,1.05,34.47,4251.87,Available
6ffff10c-f794-45e6-b565-dac9e2fefcef,2026-01-29,Paper,Mixed,Mixed Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,703.63,kg,1.09,36.3,25541.77,Available
2f2bdeb9-b26c-466e-95cb-fbfda91849b2,2026-01-29,Paper,Cardboard,Sorted Cardboard available at Seethawaka factory.,Seethawaka Export Processing Zone,875.09,kg,1.02,34.47,30164.35,Sold
e910f17c-ad94-49f3-a53a-bd53daa86fac,2026-01-29,Textile Offcuts,Mixed,Loose Mixed available at Biyagama factory.,Biyagama Export Processing Zone,215.22,kg,0.95,51.34,11049.39,Available
14f68075-db6f-4bf8-b309-c796e49be090,2026-01-29,Paper,Mixed,Mixed Mixed available at Horana factory.,Horana Export Processing Zone,253.58,kg,1.17,27.97,7092.63,Available
10d743cd-5b1c-4ece-906f-0692fe1ecd82,2026-01-29,Plastic,PET Bottles,Baled PET Bottles available at Koggala factory.,Koggala Export Processing Zone,815.27,kg,1.13,145.15,118336.44,Available
04de11cc-a134-410e-a201-ec9a642682ee,2026-01-29,Textile Offcuts,Polyester,Leftover Polyester available at Paliyagoda factory.,Paliyagoda,368.32,kg,1.01,72.69,26773.18,Available
25d99492-557c-48a3-8958-ba1e10e4b6c3,2026-01-29,Textile Offcuts,Mixed,Leftover Mixed available at Colombo factory.,Colombo Industrial Zone,761.88,kg,1.16,49.39,37629.25,Available
5e6c6d3c-3f06-487d-b1a9-4fe05cef3da9,2026-01-29,Textile Offcuts,Mixed,Baled Mixed available at Colombo factory.,Colombo Industrial Zone,1959.87,kg,1.1,47.6,93289.81,Available
f97f60df-94e4-41cb-b667-4f96444e2193,2026-01-29,Paper,Cardboard,Clean Cardboard available at Ekala factory.,Ekala Industrial Estate,1796.1,kg,0.81,44.59,80088.1,Available
ce5dc483-782c-410b-96b6-360584725540,2026-01-29,Textile Offcuts,Mixed,Leftover Mixed available at Horana factory.,Horana Export Processing Zone,1480.32,kg,1.04,49.41,73142.61,Available
98697145-2f9e-4838-abf5-1f3b8858f5e2,2026-01-29,Paper,Cardboard,Mixed Cardboard available at Paliyagoda factory.,Paliyagoda,154.13,kg,1.13,43.48,6701.57,Sold
2daffc83-cb62-4930-87b5-fd5fba539ded,2026-01-29,Plastic,LDPE Wrap,Dirty LDPE Wrap available at Ekala factory.,Ekala Industrial Estate,1966.45,kg,1.19,87.34,171749.74,Available
d766c977-4b1f-4a48-9670-4ad39bc786e8,2026-01-29,Metal,Steel Scraps,Leftover Steel Scraps available at Horana factory.,Horana Export Processing Zone,1044.64,kg,0.92,222.11,232024.99,Available
a548fbfb-1eec-4ced-a89b-e45ec2e5b7cc,2026-01-29,Plastic,PET Bottles,Dirty PET Bottles available at Katunayake factory.,Katunayake Export Processing Zone,1498.34,kg,0.94,82.44,123523.15,Available
ed3fde2d-7036-4d20-a30d-f82d6f087cd6,2026-01-29,Plastic,LDPE Wrap,Sorted LDPE Wrap available at Biyagama factory.,Biyagama Export Processing Zone,1731.5,kg,1.0,92.74,160579.31,Sold
3d94ca6a-c380-40dc-9d7c-324baba6c1f5,2026-01-29,Plastic,HDPE Containers,Loose HDPE Containers available at Biyagama factory.,Biyagama Export Processing Zone,1419.81,kg,0.89,85.89,121947.48,Available
29876a02-b3ef-4646-b306-a2fdde2b00a4,2026-01-29,Textile Offcuts,Polyester,Loose Polyester available at Colombo factory.,Colombo Industrial Zone,691.86,kg,0.81,69.13,47828.28,Sold
5b263956-1c98-49a0-a605-14020ef20580,2026-01-29,Textile Offcuts,Mixed,Dirty Mixed available at Horana factory.,Horana Export Processing Zone,1215.39,kg,0.85,19.66,23894.57,Available
35a358b3-21de-41fc-8e10-8620273656b5,2026-01-29,Metal,Steel Scraps,Loose Steel Scraps available at Katunayake factory.,Katunayake Export Processing Zone,939.49,kg,1.19,214.19,201229.36,Available
05ca60a1-4702-4ac2-9b8b-f25ec587efa6,2026-01-29,Textile Offcuts,Cotton,Clean Cotton available at Colombo factory.,Colombo Industrial Zone,811.64,kg,1.17,169.15,137288.91,Sold
b69d6dbf-6c92-440b-bd07-2e4cfdfb95e1,2026-01-29,Chemical,Empty Drums (Plastic),Dirty Empty Drums (Plastic) available at Seethawaka factory.,Seethawaka Export Processing Zone,1036.76,units,0.96,644.92,668627.26,Available
5381bf9a-a627-4471-a8e9-f97072fe372f,2026-01-29,Paper,Cardboard,Loose Cardboard available at Paliyagoda factory.,Paliyagoda,79.4,kg,0.95,52.88,4198.67,Available
99755186-2673-43c4-9425-a868ef7bf25f,2026-01-29,Plastic,PET Bottles,Clean PET Bottles available at Ekala factory.,Ekala Industrial Estate,615.43,kg,0.85,83.89,51628.42,Sold
41abb42b-a68c-47af-90f0-66740f6ff590,2026-01-29,Plastic,LDPE Wrap,Loose LDPE Wrap available at Colombo factory.,Colombo Industrial Zone,1428.47,kg,1.08,78.7,112420.59,Available
ac164819-657c-4398-a25b-24b3d94c8780,2026-01-29,Plastic,LDPE Wrap,Baled LDPE Wrap available at Katunayake factory.,Katunayake Export Processing Zone,475.25,kg,0.98,92.16,43799.04,Sold
5d528b41-5716-4ab8-8777-9010cf452109,2026-01-29,Chemical,Empty Drums (Plastic),Baled Empty Drums (Plastic) available at Colombo factory.,Colombo Industrial Zone,826.23,units,1.05,784.64,648293.11,Available
518f58b3-17b8-40c1-b434-0ed37f9b1a08,2026-01-29,Paper,Mixed,Mixed Mixed available at Biyagama factory.,Biyagama Export Processing Zone,1482.43,kg,0.81,25.1,37208.99,Sold
66a48aa3-849f-4a51-9a9e-84e0397d8774,2026-01-29,Textile Offcuts,Mixed,Sorted Mixed available at Katunayake factory.,Katunayake Export Processing Zone,1091.36,kg,0.96,53.98,58911.61,Available
c85315b3-db7c-406c-b4c9-dc666672d5e2,2026-01-29,Plastic,PET Bottles,Unsorted PET Bottles available at Biyagama factory.,Biyagama Export Processing Zone,1555.5,kg,0.93,85.53,133041.92,Sold
4d6f7472-6b47-4608-9587-6b48eeb5c74a,2026-01-29,Textile Offcuts,Polyester,Clean Polyester available at Koggala factory.,Koggala Export Processing Zone,1876.34,kg,1.08,64.94,121849.52,Sold
f1b07ca0-8d27-4494-ae84-d1f1ba827d19,2026-01-29,Metal,Steel Scraps,Baled Steel Scraps available at Horana factory.,Horana Export Processing Zone,469.52,kg,0.97,167.16,78484.96,Sold
5f244d12-be72-445e-9edf-431d89df92a3,2026-01-29,Plastic,HDPE Containers,Dirty HDPE Containers available at Colombo factory.,Colombo Industrial Zone,1733.74,kg,1.14,148.38,257252.34,Available
4a17fb80-a5fa-46e4-b100-ca629b280902,2026-01-29,Textile Offcuts,Mixed,Loose Mixed available at Koggala factory.,Koggala Export Processing Zone,579.1,kg,1.17,61.23,35458.29,Sold
4bf1150c-66b9-4aaa-8501-3deeb8be5b94,2026-01-29,Paper,Mixed,Clean Mixed available at Katunayake factory.,Katunayake Export Processing Zone,436.1,kg,0.9,23.61,10296.32,Available
cb9bbe59-e0b8-4529-82e0-19d9455c71af,2026-01-29,Metal,Steel Scraps,Clean Steel Scraps available at Koggala factory.,Koggala Export Processing Zone,188.38,kg,0.88,158.49,29856.35,Available
6c8c288a-0e27-4f78-b9d3-7782e18e9ee3,2026-01-29,Chemical,Empty Drums (Plastic),Unsorted Empty Drums (Plastic) available at Katunayake factory.,Katunayake Export Processing Zone,284.19,units,1.02,604.77,171869.59,Sold
b81877bb-4bec-45fa-807d-bea4be5417e0,2026-01-29,Textile Offcuts,Polyester,Leftover Polyester available at Paliyagoda factory.,Paliyagoda,984.3,kg,0.98,42.01,41350.44,Sold
74be7420-34d2-458c-b1e6-efec44be49dc,2026-01-29,Plastic,HDPE Containers,Baled HDPE Containers available at Katunayake factory.,Katunayake Export Processing Zone,1177.36,kg,1.05,131.35,154646.24,Available
e5a1d7cd-27f7-4622-a276-68bf74032b08,2026-01-29,Metal,Aluminum Cans,Loose Aluminum Cans available at Koggala factory.,Koggala Export Processing Zone,901.63,kg,1.06,440.72,397366.37,Available
d480fbda-1892-4f86-b7a0-8f2d82f7865e,2026-01-29,Metal,Aluminum Cans,Mixed Aluminum Cans available at Colombo factory.,Colombo Industrial Zone,997.69,kg,1.0,430.8,429804.85,Available
e54342b8-95a2-4767-a53e-a9bf74543a1e,2026-01-29,Paper,Mixed,Baled Mixed available at Koggala factory.,Koggala Export Processing Zone,1272.72,kg,1.15,38.03,48401.54,Available
341e032b-d0db-4ee9-8619-160fd25f5678,2026-01-29,Paper,Mixed,Loose Mixed available at Paliyagoda factory.,Paliyagoda,1759.96,kg,0.99,24.93,43875.8,Sold
37340b76-68dd-449f-aad8-b317147d5b87,2026-01-29,Plastic,HDPE Containers,Dirty HDPE Containers available at Biyagama factory.,Biyagama Export Processing Zone,1898.59,kg,1.1,108.63,206243.83,Available
eb86f118-b176-4cef-951c-7aa079fd9a4c,2026-01-29,Chemical,Empty Drums (Plastic),Dirty Empty Drums (Plastic) available at Katunayake factory.,Katunayake Export Processing Zone,1854.2,units,0.96,708.6,1313886.12,Available
4f033a99-8e9a-4583-999b-4ab4b29e94c1,2026-01-29,Paper,Cardboard,Sorted Cardboard available at Colombo factory.,Colombo Industrial Zone,250.64,kg,1.14,57.91,14514.56,Available
b3d2b9d9-82a1-441e-984d-72860db54552,2026-01-29,Textile Offcuts,Polyester,Dirty Polyester available at Katunayake factory.,Katunayake Export Processing Zone,1603.8,kg,1.05,91.61,146924.12,Available
c8dd2a22-9d60-43a9-a351-1700056d54e2,2026-01-29,Organic,Food Waste,Clean Food Waste available at Seethawaka factory.,Seethawaka Export Processing Zone,997.06,kg,0.83,11.12,11087.31,Available
1d59bc66-375e-4157-8bf8-05f995284421,2026-01-29,Metal,Steel Scraps,Clean Steel Scraps available at Paliyagoda factory.,Paliyagoda,497.54,kg,0.91,171.49,85323.13,Available
9c2b6dca-1dd7-412c-a128-6de0069a2b62,2026-01-29,Metal,Steel Scraps,Loose Steel Scraps available at Seethawaka factory.,Seethawaka Export Processing Zone,481.67,kg,1.16,186.27,89720.67,Sold
ddb6d5d3-54df-4463-96ed-d12a8b9dd82c,2026-01-29,Organic,Food Waste,Loose Food Waste available at Horana factory.,Horana Export Processing Zone,680.41,kg,0.88,9.7,6599.98,Available
9b80634a-b6f3-49eb-bd89-67ccd61674fd,2026-01-29,Chemical,Empty Drums (Plastic),Mixed Empty Drums (Plastic) available at Horana factory.,Horana Export Processing Zone,1782.75,units,0.86,463.39,826108.52,Sold
020fbc9e-ad5c-450b-a711-13a5926cd192,2026-01-29,Textile Offcuts,Mixed,Mixed Mixed available at Biyagama factory.,Biyagama Export Processing Zone,1156.41,kg,1.18,66.49,76889.7,Available
38c85488-b65b-4ebc-8cb5-a8d09bccb6f1,2026-01-29,Textile Offcuts,Polyester,Unsorted Polyester available at Horana factory.,Horana Export Processing Zone,1309.84,kg,0.94,57.9,75839.74,Available
9a76e9b0-143a-4583-9bd2-b978fe767bc5,2026-01-29,Textile Offcuts,Mixed,Mixed Mixed available at Colombo factory.,Colombo Industrial Zone,1318.93,kg,1.04,54.62,72039.96,Available
1e982767-a577-4408-a186-a510a9349246,2026-01-29,Metal,Steel Scraps,Baled Steel Scraps available at Koggala factory.,Koggala Export Processing Zone,1187.86,kg,0.81,167.33,198764.61,Sold
bf302c6d-1844-422c-8652-50aa0c7019a9,2026-01-29,Organic,Food Waste,Mixed Food Waste available at Ekala factory.,Ekala Industrial Estate,934.65,kg,1.14,9.94,9290.42,Available
295fb03f-8b28-4b87-8162-d630bef7ae73,2026-01-29,Metal,Steel Scraps,Loose Steel Scraps available at Katunayake factory.,Katunayake Export Processing Zone,714.39,kg,1.08,170.28,121646.33,Sold
076f8bb6-3315-413c-aa90-3509bf7e0b60,2026-01-29,Plastic,HDPE Containers,Dirty HDPE Containers available at Ekala factory.,Ekala Industrial Estate,54.39,kg,0.84,83.79,4557.34,Available
4be33b1b-e39c-434c-a0a4-c726a009fa81,2026-01-29,Textile Offcuts,Cotton,Mixed Cotton available at Paliyagoda factory.,Paliyagoda,1293.99,kg,1.03,85.89,111140.8,Available
561723fe-2124-4dd4-96d8-d4ac3595114a,2026-01-29,Organic,Food Waste,Clean Food Waste available at Biyagama factory.,Biyagama Export Processing Zone,1969.81,kg,1.0,13.96,27498.55,Available
859dc309-94fc-45b6-8f4f-a04e3df48865,2026-01-29,Metal,Steel Scraps,Baled Steel Scraps available at Katunayake factory.,Katunayake Export Processing Zone,976.29,kg,0.83,181.81,177499.28,Available
55afd313-b692-49b4-9a80-482c98d09d72,2026-01-29,Plastic,HDPE Containers,Leftover HDPE Containers available at Koggala factory.,Koggala Export Processing Zone,1936.72,kg,0.95,118.15,228823.47,Available
55836d1e-4bc5-4a78-b698-d246d8a01b26,2026-01-29,Textile Offcuts,Cotton,Clean Cotton available at Paliyagoda factory.,Paliyagoda,1649.77,kg,1.11,165.12,272410.02,Available
7687a6ae-86ed-44e2-8387-afc32c5ba87d,2026-01-29,Paper,Cardboard,Leftover Cardboard available at Koggala factory.,Koggala Export Processing Zone,697.11,kg,1.16,39.99,27877.43,Available
3ae7e624-a71d-4aa9-ad12-2ced6fac2360,2026-01-29,Paper,Mixed,Dirty Mixed available at Katunayake factory.,Katunayake Export Processing Zone,1861.17,kg,1.11,33.09,61586.12,Available
8b550ff9-7d91-4837-9d5c-9076de9ac321,2026-01-29,Organic,Food Waste,Leftover Food Waste available at Horana factory.,Horana Export Processing Zone,601.57,kg,1.11,15.08,9071.68,Available
b80e28f2-e660-4ee9-8ad5-65e8d9faa9f4,2026-01-29,Chemical,Empty Drums (Plastic),Baled Empty Drums (Plastic) available at Ekala factory.,Ekala Industrial Estate,818.66,units,0.95,738.39,604490.36,Available
b736b7fd-0cf4-4d24-a300-9f013823aa99,2026-01-29,Plastic,HDPE Containers,Sorted HDPE Containers available at Katunayake factory.,Katunayake Export Processing Zone,1283.22,kg,1.12,106.39,136521.78,Available
d7ba027b-a476-4e12-ae6d-a396265e33f9,2026-01-29,Textile Offcuts,Mixed,Mixed Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,1697.51,kg,0.83,17.38,29502.72,Sold
4ca15da5-c0e1-483d-be80-4bba7a69fb3c,2026-01-29,Metal,Aluminum Cans,Unsorted Aluminum Cans available at Paliyagoda factory.,Paliyagoda,1799.79,kg,0.93,411.25,740163.64,Sold
d91ce438-38e1-4e44-a59d-74082487fbea,2026-01-29,Organic,Food Waste,Dirty Food Waste available at Colombo factory.,Colombo Industrial Zone,1455.46,kg,1.12,14.68,21366.15,Sold
2f94c553-99d6-4b22-9242-3f772d796f96,2026-01-29,Textile Offcuts,Polyester,Mixed Polyester available at Horana factory.,Horana Export Processing Zone,1776.1,kg,1.09,40.52,71967.57,Available
72d894c3-e294-4b71-a07c-98e8f6384971,2026-01-29,Organic,Food Waste,Baled Food Waste available at Koggala factory.,Koggala Export Processing Zone,527.03,kg,0.82,6.39,3367.72,Available
2f7f14bf-65b4-4e7c-9393-f4e7da027b6e,2026-01-29,Plastic,LDPE Wrap,Leftover LDPE Wrap available at Ekala factory.,Ekala Industrial Estate,109.38,kg,0.86,100.76,11021.13,Sold
8ba970e2-b86a-45e1-93b4-cbdbcfe0dee2,2026-01-29,Metal,Steel Scraps,Dirty Steel Scraps available at Koggala factory.,Koggala Export Processing Zone,1102.73,kg,1.08,263.3,290348.81,Available
317dc733-fd7a-4707-9745-56e31e2c6773,2026-01-29,Chemical,Empty Drums (Plastic),Leftover Empty Drums (Plastic) available at Koggala factory.,Koggala Export Processing Zone,148.93,units,1.08,772.22,115006.72,Available
69c314d1-6f36-480e-8e32-e821f03866a9,2026-01-29,Paper,Cardboard,Mixed Cardboard available at Biyagama factory.,Biyagama Export Processing Zone,927.88,kg,0.86,32.42,30081.87,Available
010e0dc8-8895-4ae8-a765-ac62b5dd88bc,2026-01-29,Metal,Steel Scraps,Dirty Steel Scraps available at Colombo factory.,Colombo Industrial Zone,140.68,kg,0.96,238.38,33535.3,Sold
b21d27c4-22de-4446-8df3-4a06680f2dfd,2026-01-29,Paper,Cardboard,Leftover Cardboard available at Biyagama factory.,Biyagama Export Processing Zone,1754.08,kg,1.17,55.41,97193.57,Available
055e24b2-bd88-4559-b3fb-7ee1a3bce0c9,2026-01-29,Metal,Aluminum Cans,Dirty Aluminum Cans available at Colombo factory.,Colombo Industrial Zone,345.25,kg,1.05,393.8,135959.45,Available
face8973-224a-4d1e-b5e7-b153a323aca4,2026-01-29,Plastic,HDPE Containers,Mixed HDPE Containers available at Koggala factory.,Koggala Export Processing Zone,1144.9,kg,1.14,146.9,168185.81,Available
d6ea64c1-a607-4809-b348-b8dfea9d6e8c,2026-01-29,Metal,Aluminum Cans,Dirty Aluminum Cans available at Biyagama factory.,Biyagama Export Processing Zone,509.15,kg,1.19,376.69,191791.71,Sold
455b0a7c-e478-4c48-94b6-5c29ac552cb8,2026-01-29,Metal,Steel Scraps,Loose Steel Scraps available at Paliyagoda factory.,Paliyagoda,817.49,kg,1.0,164.74,134673.3,Available
27e541f8-2b29-4c5d-a0fa-99387ab8f4a8,2026-01-29,Organic,Food Waste,Dirty Food Waste available at Ekala factory.,Ekala Industrial Estate,500.74,kg,1.16,6.32,3164.68,Available
57d3b548-dee8-4b48-9e6b-04693d6a7032,2026-01-29,Textile Offcuts,Mixed,Sorted Mixed available at Biyagama factory.,Biyagama Export Processing Zone,495.52,kg,0.94,52.24,25885.96,Available
03158512-8378-42bd-b551-359e9ada2999,2026-01-29,Textile Offcuts,Mixed,Unsorted Mixed available at Colombo factory.,Colombo Industrial Zone,1394.67,kg,0.9,50.24,70068.22,Available
1de4d06d-11aa-424b-a005-e5c389e7c207,2026-01-29,Organic,Food Waste,Leftover Food Waste available at Katunayake factory.,Katunayake Export Processing Zone,958.88,kg,1.0,11.04,10586.04,Available
6fa30f79-e060-42f1-969c-79594c99e135,2026-01-29,Plastic,LDPE Wrap,Loose LDPE Wrap available at Biyagama factory.,Biyagama Export Processing Zone,1491.2,kg,0.98,113.26,168893.31,Available
e79f19a0-e68a-4cf8-bb1d-ce3d33667fa3,2026-01-29,Textile Offcuts,Polyester,Baled Polyester available at Koggala factory.,Koggala Export Processing Zone,159.59,kg,1.07,90.38,14423.74,Available
48886c12-018e-4db8-adbe-b3844accacc2,2026-01-29,Textile Offcuts,Polyester,Dirty Polyester available at Koggala factory.,Koggala Export Processing Zone,503.41,kg,1.17,83.76,42165.62,Available
5b2391f2-3489-4a77-852c-3e97983bd9fe,2026-01-29,Paper,Cardboard,Unsorted Cardboard available at Katunayake factory.,Katunayake Export Processing Zone,188.87,kg,1.0,40.41,7632.24,Available
31d892e1-58bc-4d23-8aa3-8e148bc1c86e,2026-01-29,Paper,Mixed,Unsorted Mixed available at Koggala factory.,Koggala Export Processing Zone,1510.88,kg,0.91,20.56,31063.69,Available
d3d9db91-6e17-48df-8b63-fce7a7caf3c2,2026-01-29,Paper,Mixed,Clean Mixed available at Seethawaka factory.,Seethawaka Export Processing Zone,720.3,kg,0.91,33.08,23827.52,Available
b878c214-0448-43b0-9d82-0e51f60119a9,2026-01-29,Textile Offcuts,Polyester,Leftover Polyester available at Katunayake factory.,Katunayake Export Processing Zone,1857.87,kg,1.0,35.08,65174.08,Sold
781a061d-6cc2-4967-bc08-74a81d78d5ef,2026-01-29,Textile Offcuts,Cotton,Unsorted Cotton available at Horana factory.,Horana Export Processing Zone,330.78,kg,1.1,66.23,21907.56,Available
d4c00413-7477-430b-a6b1-068dabe366d9,2026-01-29,Metal,Steel Scraps,Loose Steel Scraps available at Horana factory.,Horana Export Processing Zone,1711.4,kg,0.99,177.67,304064.44,Available
89ef4af5-4569-4574-98e0-bc94472ee76a,2026-01-29,Metal,Steel Scraps,Mixed Steel Scraps available at Koggala factory.,Koggala Export Processing Zone,113.57,kg,0.84,196.1,22271.08,Available
b99655a1-842f-422a-8211-338f617d92d8,2026-01-29,Paper,Mixed,Mixed Mixed available at Katunayake factory.,Katunayake Export Processing Zone,802.99,kg,1.1,28.35,22764.77,Available
188ed1f6-0501-4772-9892-6388497f8c30,2026-01-29,Organic,Food Waste,Leftover Food Waste available at Koggala factory.,Koggala Export Processing Zone,753.94,kg,1.12,16.55,12477.71,Available
e0d860c9-3534-4434-a710-16dad1424c67,2026-01-29,Textile Offcuts,Mixed,Leftover Mixed available at Koggala factory.,Koggala Export Processing Zone,430.16,kg,1.01,25.28,10874.44,Available
4eb40e1f-7bf3-42da-9fdc-70441d961fac,2026-01-29,Chemical,Empty Drums (Plastic),Clean Empty Drums (Plastic) available at Paliyagoda factory.,Paliyagoda,1647.76,units,0.98,569.71,938745.35,Available
227c3327-1540-4c6b-8ac8-614a271dea52,2026-01-29,Chemical,Empty Drums (Plastic),Loose Empty Drums (Plastic) available at Horana factory.,Horana Export Processing Zone,933.98,units,1.03,675.43,630838.11,Available
946e4826-bb1d-4150-ac9c-86f2bb5f0208,2026-01-29,Chemical,Empty Drums (Plastic),Dirty Empty Drums (Plastic) available at Seethawaka factory.,Seethawaka Export Processing Zone,1764.36,units,1.03,683.17,1205357.82,Available
e1bcbc06-d1c4-4ee5-9f7f-62ff1c898f86,2026-01-29,Metal,Aluminum Cans,Baled Aluminum Cans available at Seethawaka factory.,Seethawaka Export Processing Zone,804.01,kg,0.9,309.24,248632.05,Available
156a20ab-d92f-4903-99f0-15cca56bd1cf,2026-01-29,Metal,Steel Scraps,Clean Steel Scraps available at Seethawaka factory.,Seethawaka Export Processing Zone,1736.05,kg,1.2,216.77,376323.56,Sold
0a953e96-e2d0-41b4-9dcd-d950b936470b,2026-01-29,Plastic,PET Bottles,Loose PET Bottles available at Colombo factory.,Colombo Industrial Zone,539.86,kg,0.85,77.41,41790.56,Sold
4746ba91-2d9b-4026-8d6e-6dd663d202fe,2026-01-29,Plastic,LDPE Wrap,Dirty LDPE Wrap available at Horana factory.,Horana Export Processing Zone,1965.2,kg,0.89,64.88,127502.18,Available
3601ad66-84e5-4859-a13b-b3538ea41a50,2026-01-29,Textile Offcuts,Polyester,Sorted Polyester available at Koggala factory.,Koggala Export Processing Zone,1247.21,kg,1.06,69.9,87179.98,Available
80e70929-edd3-46f7-8c65-ef2155952c47,2026-01-29,Organic,Food Waste,Clean Food Waste available at Colombo factory.,Colombo Industrial Zone,127.39,kg,0.99,13.32,1696.83,Available
1976227f-5b80-49a2-a31e-69f1763ed8e5,2026-01-29,Textile Offcuts,Mixed,Sorted Mixed available at Ekala factory.,Ekala Industrial Estate,388.87,kg,0.88,21.03,8177.94,Available
913b06fd-f5b8-47a0-9da2-8a0b74fac1ed,2026-01-29,Chemical,Empty Drums (Plastic),Loose Empty Drums (Plastic) available at Paliyagoda factory.,Paliyagoda,517.48,units,1.17,691.35,357759.8,Available
0595f223-1e32-4c7f-a225-4c0f1ab0c2a3,2026-01-29,Plastic,LDPE Wrap,Leftover LDPE Wrap available at Paliyagoda factory.,Paliyagoda,413.51,kg,1.08,128.08,52962.36,Available
d325b140-5923-4e49-a17c-155d0c4e6ce2,2026-01-29,Paper,Mixed,Loose Mixed available at Paliyagoda factory.,Paliyagoda,1299.83,kg,0.86,16.23,21096.24,Available
c0852c44-47f1-4153-83e9-226a3839d1a1,2026-01-29,Textile Offcuts,Polyester,Baled Polyester available at Colombo factory.,Colombo Industrial Zone,1151.72,kg,0.83,68.54,78938.89,Available
d1437f99-0eb2-4362-9c0c-f0eff0b93ce0,2026-01-29,Organic,Food Waste,Leftover Food Waste available at Horana factory.,Horana Export Processing Zone,1336.18,kg,0.98,14.7,19641.85,Available
66961aae-8fc6-48c7-bb09-16b204f17e5e,2026-01-29,Chemical,Empty Drums (Plastic),Unsorted Empty Drums (Plastic) available at Ekala factory.,Ekala Industrial Estate,325.79,units,0.86,640.77,208756.46,Available
06120be0-7af2-4761-be1d-53b8fe1fcdd3,2026-01-29,Textile Offcuts,Polyester,Sorted Polyester available at Ekala factory.,Ekala Industrial Estate,278.16,kg,0.86,32.21,8959.53,Available
08bb2e19-fa75-4f25-8291-0ab487977d8f,2026-01-29,Paper,Mixed,Clean Mixed available at Koggala factory.,Koggala Export Processing Zone,1587.39,kg,0.82,31.84,50542.5,Available
cbd791cf-b9a9-439b-867f-888cbebf9f3b,2026-01-29,Textile Offcuts,Cotton,Baled Cotton available at Horana factory.,Horana Export Processing Zone,832.83,kg,1.18,152.23,126781.71,Sold
48996a9a-42de-47c2-90f2-d0aaf06402d7,2026-01-29,Plastic,PET Bottles,Unsorted PET Bottles available at Ekala factory.,Ekala Industrial Estate,850.75,kg,0.98,96.16,81808.12,Available
4a255dc1-7ccf-49a1-a030-cd44fa05f8d2,2026-01-29,Plastic,HDPE Containers,Dirty HDPE Containers available at Ekala factory.,Ekala Industrial Estate,1558.74,kg,0.91,99.58,155219.33,Available
838a504b-cf0e-4c84-b636-5dd9f30da68d,2026-01-29,Plastic,LDPE Wrap,Clean LDPE Wrap available at Colombo factory.,Colombo Industrial Zone,1647.29,kg,0.82,89.05,146691.17,Available
c49ab225-20fe-46ae-bff5-2f0a1de5ea11,2026-01-29,Plastic,HDPE Containers,Unsorted HDPE Containers available at Horana factory.,Horana Export Processing Zone,424.34,kg,0.98,99.73,42319.43,Available
3bff5f64-0b93-4653-ab94-e8ce0b8e183e,2026-01-29,Plastic,LDPE Wrap,Clean LDPE Wrap available at Katunayake factory.,Katunayake Export Processing Zone,1426.57,kg,0.91,70.45,100501.86,Sold
22ff056c-92b6-47b5-9d00-4f36e888e36f,2026-01-29,Textile Offcuts,Cotton,Mixed Cotton available at Horana factory.,Horana Export Processing Zone,366.27,kg,0.81,46.01,16852.08,Available
bda21100-1c9a-4fc3-92d5-f4a07f072753,2026-01-29,Textile Offcuts,Mixed,Clean Mixed available at Biyagama factory.,Biyagama Export Processing Zone,363.56,kg,0.96,34.44,12521.01,Sold
36dfa098-a1c6-4252-b90d-b2351f3d49c5,2026-01-29,Plastic,HDPE Containers,Mixed HDPE Containers available at Koggala factory.,Koggala Export Processing Zone,1611.72,kg,0.87,100.13,161381.52,Available
7722a5fc-9472-4c05-bb44-904530416896,2026-01-29,Plastic,LDPE Wrap,Clean LDPE Wrap available at Katunayake factory.,Katunayake Export Processing Zone,1983.51,kg,1.13,81.9,162449.47,Available
9b6c77fd-33bd-4f5b-887c-41e9bf056a06,2026-01-29,Organic,Food Waste,Sorted Food Waste available at Paliyagoda factory.,Paliyagoda,89.38,kg,1.18,8.88,793.69,Available
